DateTime,AddedIPs,RemovedIPs
1510163545,9,2
1510164511,9,8
1510166948,16,13
1510167861,8,5
1510168842,7,2
1510169772,6,8
1510170762,7,11
1510171691,7,5
1510172670,7,8
1510173614,4,8
1510174599,8,11
1510175532,5,8
1510176502,2,7
1510177467,7,6
1510178438,9,5
1510179397,4,8
1510180357,5,6
1510181316,9,3
1510182276,4,7
1510183469,9,8
1510184683,5,10
1510185630,11,14
1510186835,10,35
1510187790,16,19
1510188730,15,28
1510189706,15,21
1510190653,15,32
1510191610,18,17
1510192593,28,18
1510193533,37,18
1510194505,19,16
1510195454,27,16
1510196473,29,15
1510197379,11,9
1510198348,17,13
1510199299,18,7
1510200478,21,10
1510201463,24,14
1510202788,24,14
1510203868,10,16
1510204950,12,11
1510205903,9,8
1510206860,21,7
1510207831,20,15
1510208785,10,7
1510209945,26,16
1510210966,13,12
1510211926,16,12
1510212985,12,13
1510214321,20,14
1510215384,23,19
1510216339,8,15
1510217315,7,19
1510218259,16,13
1510221141,18,28
1510222103,36,7
1510223051,7,3
1510224024,17,12
1510225007,4,10
1510225956,5,11
1510226913,14,4
1510227854,7,7
1510228835,14,10
1510229800,10,7
1510230747,9,6
1510231696,11,5
1510232678,10,15
1510233624,7,4
1510234589,7,6
1510235544,9,7
1510236495,9,6
1510237465,6,11
1510238422,5,10
1510239381,4,7
1510240354,5,7
1510241308,10,4
1510242258,9,6
1510243223,12,5
1510244197,13,4
1510245133,8,8
1510246096,6,6
1510247071,8,10
1510248029,9,11
1510249236,10,15
1510250179,9,9
1510251136,5,5
1510252112,1,4
1510253064,11,5
1510254054,6,3
1510254987,12,5
1510255950,6,7
1510256895,13,3
1510257872,7,1
1510258822,14,9
1510259772,10,4
1510260752,14,8
1510261692,6,2
1510262666,4,3
1510263631,10,7
1510264581,10,5
1510265546,7,7
1510266504,3,3
1510268505,29,7
1510269609,8,7
1510270579,5,12
1510271540,16,7
1510272493,15,18
1510273451,16,28
1510274434,12,26
1510275371,11,33
1510276360,11,35
1510277292,15,29
1510278276,15,35
1510279231,15,15
1510280205,10,17
1510281149,15,12
1510282096,20,14
1510283073,24,16
1510284032,6,15
1510284979,28,22
1510285946,28,18
1510286894,12,7
1510287886,23,16
1510288811,36,10
1510289811,17,10
1510290733,25,13
1510291723,16,15
1510292655,26,10
1510293628,17,7
1510294599,16,17
1510295547,20,12
1510296503,15,7
1510297478,10,14
1510298416,16,16
1510299400,25,14
1510300337,27,13
1510301306,14,14
1510302249,13,9
1510303241,14,16
1510304170,10,7
1510305163,12,17
1510306093,7,13
1510307071,22,9
1510308025,10,19
1510309004,12,15
1510309936,7,16
1510310912,14,21
1510311862,16,12
1510312815,18,13
1510313793,10,16
1510314752,16,19
1510315695,16,10
1510316669,13,14
1510317623,17,11
1510318588,10,10
1510319543,11,13
1510320519,12,17
1510321449,15,8
1510322446,12,17
1510323693,8,10
1510324807,21,16
1510325778,4,6
1510326741,7,11
1510327688,1,13
1510328665,13,20
1510329611,9,30
1510330589,3,15
1510331546,9,18
1510332522,8,20
1510333463,10,20
1510334431,11,11
1510335386,8,22
1510336344,7,15
1510337292,6,12
1510338265,7,8
1510339212,5,19
1510340187,7,13
1510341153,4,14
1510342102,2,4
1510343067,4,17
1510344016,7,14
1510344983,6,18
1510345949,6,13
1510346914,11,4
1510347866,5,16
1510348815,5,9
1510349788,6,9
1510350747,8,13
1510351706,2,9
1510352674,9,5
1510353615,10,15
1510355592,19,17
1510356500,7,15
1510357541,5,15
1510358672,5,10
1510359637,8,19
1510360844,19,27
1510361786,11,30
1510362733,20,28
1510363723,17,25
1510364656,22,23
1510365625,15,24
1510366601,24,15
1510367539,10,10
1510368521,24,17
1510369462,17,10
1510370414,19,20
1510371394,8,12
1510372336,18,11
1510373306,13,10
1510374259,18,11
1510375209,16,14
